StockCode,revenue,units,weeks_active,mean_wk,sd_wk,cv,cum_share,ABC,XYZ,class,product
21931,61565.11,29196,104,280.7307692307692,128.2471242145626,0.4546315408779408,0.11487003462561175,A,X,AX,JUMBO STORAGE BAG SUKI
22502,60924.5,3774,69,54.69565217391305,45.81718928262176,1.244810282239781,0.11796269078433251,A,Y,AY,PICNIC BASKET WICKER SMALL
21621,60405.04,6914,102,67.7843137254902,72.55487884748945,1.0845876641821888,0.12102897805749478,A,Y,AY,VINTAGE UNION JACK BUNTING
15056N,60169.65,11463,104,110.22115384615384,127.37910367491462,1.1500988737641886,0.1240833164376304,A,Y,AY,EDWARDIAN PARASOL NATURAL
22114,59328.740000000005,11715,78,150.19230769230768,166.3064810954331,1.3954080021994169,0.1270949684520112,A,Y,AY,HOT WATER BOTTLE TEA AND SYMPATHY
85099C,59292.54,30733,104,295.50961538461536,158.3298140077671,0.5332035443694432,0.13010478287801713,A,X,AX,JUMBO  BAG BAROQUE BLACK WHITE
22910,58696.950000000004,18649,50,372.98,359.3755633181033,1.7240680823167256,0.1330843638990452,A,Z,AZ,PAPER CHAIN KIT VINTAGE CHRISTMAS
22112,58090.840000000004,11087,104,106.60576923076923,134.815689953562,1.2585244961091464,0.1360331774977003,A,Y,AY,CHOCOLATE HOT WATER BOTTLE
22411,57440.909999999996,27342,97,281.87628865979383,148.11519009231452,0.6042751721231501,0.13894899927833085,A,X,AX,JUMBO SHOPPER VINTAGE RED PAISLEY
82484,56809.03,9839,87,113.0919540229885,155.95941870674787,1.5629014922314195,0.14183274549701874,A,Z,AZ,WOOD BLACK BOARD ANT WHITE FINISH
22470,53632.98,17816,77,231.37662337662337,232.90759625592193,1.3043994753421826,0.14455526871686541,A,Y,AY,HEART OF WICKER LARGE
22139,52971.71,10635,101,105.29702970297029,81.23454247479398,0.7978063331503886,0.14724422447636232,A,Y,AY,RETROSPOT TEA SET CERAMIC 11 PC
22178,52607.72,40257,104,387.08653846153845,301.4326990391675,0.7749688327316083,0.1499147033355119,A,Y,AY,VICTORIAN GLASS HANGING T-LIGHT
20914,52588.21,18697,104,179.77884615384616,129.0478165861244,0.7143548783710536,0.1525841918258992,A,X,AX,SET/5 RED RETROSPOT LID GLASS BOWLS
21212,51873.55,94972,104,913.1923076923077,483.9429091925304,0.5273923538085353,0.15521740266689435,A,X,AX,PACK OF 72 RETROSPOT CAKE CASES
21733,50461.54,17614,104,169.3653846153846,173.98700195242836,1.0223370371080351,0.15777893690122594,A,Y,AY,RED HANGING HEART T-LIGHT HOLDER
22090,50461.4,16708,104,160.65384615384616,124.23949384041964,0.7696096219721154,0.16034046402886212,A,Y,AY,PAPER BUNTING RETROSPOT
21181,50299.840000000004,24819,79,314.1645569620253,243.85580177846734,1.0486041885851312,0.16289379003003848,A,Y,AY,PLEASE ONE PERSON METAL SIGN
22111,50007.590000000004,9827,101,97.29702970297029,141.36559302421898,1.4771202834284434,0.16543228080462477,A,Y,AY,SCOTTIE DOG HOT WATER BOTTLE
21929,49685.27,25625,99,258.83838383838383,185.6213342698971,0.7650491386550351,0.1679544099359792,A,Y,AY,JUMBO BAG PINK VINTAGE PAISLEY
21232,49400.57,38077,104,366.125,251.0632414623699,0.6824261962105986,0.17046208709467262,A,X,AX,STRAWBERRY CERAMIC TRINKET BOX
84946,49391.65,36841,104,354.24038461538464,251.31137593359568,0.7060184004560617,0.17296931145534655,A,X,AX,ANTIQUE SILVER TEA GLASS ETCHED
22189,49344.39,16197,96,168.71875,266.1292801440683,1.6585056256939557,0.1754741367987112,A,Z,AZ,CREAM HEART CARD HOLDER
15056BL,48997.47,9666,104,92.9423076923077,163.42789312395095,1.7499058101070566,0.17796135175094285,A,Z,AZ,EDWARDIAN PARASOL BLACK
22469,48974.71,27932,78,358.1025641025641,299.1144327668658,1.1187737922563616,0.18044741135755535,A,Y,AY,HEART OF WICKER SMALL
48194,48817.38,7738,104,74.40384615384616,102.96681709151102,1.3772216609183954,0.18292548456143248,A,Y,AY,DOORMAT HEARTS
21731,48347.189999999995,28929,103,280.86407766990294,235.63934924503033,0.8447069682145267,0.1853796899289011,A,Y,AY,RED TOADSTOOL LED NIGHT LIGHT
22457,47536.030000000006,15457,86,179.7325581395349,114.00798985608856,0.8307959262713364,0.18779271910338155,A,Y,AY,NATURAL SLATE HEART CHALKBOARD
82494L,47061.490000000005,15711,98,160.31632653061226,83.66176341992472,0.5893053049706574,0.1901816596262759,A,X,AX,WOODEN FRAME ANTIQUE WHITE
21754,46821.94,7646,104,73.51923076923077,37.22171325001871,0.5038454574097155,0.1925584400857668,A,X,AX,HOME BUILDING BLOCK WORD
48187,46643.659999999996,7344,97,75.71134020618557,101.69879534304624,1.409515236138168,0.19492617067632198,A,Y,AY,DOORMAT NEW ENGLAND
21928,46275.06,24305,102,238.2843137254902,160.82019831833355,0.6924507035330179,0.19727519035320357,A,X,AX,JUMBO BAG SCANDINAVIAN PAISLEY
21523,46114.590000000004,6920,102,67.84313725490196,88.68106667209065,1.3208589560725301,0.19961606423432499,A,Y,AY,DOORMAT FANCY FONT HOME SWEET HOME
22138,45966.16,9383,99,94.77777777777777,79.74967923364007,0.8870003211346323,0.20194940349548832,A,Y,AY,BAKING SET 9 PIECE RETROSPOT
20727,45790.57,26760,104,257.3076923076923,274.7186054370246,1.0625203241794052,0.20427382943779124,A,Y,AY,LUNCH BAG  BLACK SKULL.
48185,45777.19,6829,104,65.66346153846153,122.38421201694365,1.8548276666967265,0.20659757618306498,A,Z,AZ,DOORMAT FAIRY CAKE
21623,45441.98,6169,92,67.05434782608695,167.7764318365061,2.670314737115023,0.2089043069615115,A,Z,AZ,VINTAGE UNION JACK MEMOBOARD
22355,45426.009999999995,32013,104,307.8173076923077,168.10218600676768,0.5434783753022882,0.21121022706906448,A,X,AX,CHARLOTTE BAG SUKI DESIGN
71477,44708.15,15097,88,171.5568181818182,225.68199872980387,1.4845011107407813,0.21347970708847394,A,Y,AY,COLOUR GLASS. STAR T-LIGHT HOLDER
22326,44360.99,15481,95,162.9578947368421,111.42728912379664,0.7753697079238503,0.21573156453384404,A,Y,AY,ROUND SNACK BOXES SET OF4 WOODLAND
21175,43952.28,20721,99,209.3030303030303,297.833108127431,1.4683814805148856,0.2179626749973164,A,Y,AY,GIN + TONIC DIET METAL SIGN
84078A,43844.96,1128,97,11.628865979381443,18.83111321038318,1.6895814209439846,0.2201883376711646,A,Z,AZ,SET/4 WHITE RETRO STORAGE CUBES
22383,43346.75,25114,98,256.265306122449,141.0896878621515,0.6161312605935562,0.22238871015428763,A,X,AX,LUNCH BAG SUKI  DESIGN
84029E,43251.79,10701,97,110.31958762886597,178.08790820779544,1.684444490954313,0.22458426226746372,A,Z,AZ,RED WOOLLY HOTTIE WHITE HEART.
23298,43182.83,8473,32,264.78125,154.00392420115418,1.820737438476047,0.22677631382554778,A,Z,AZ,SPOTTY BUNTING
84997D,43029.57,11039,99,111.5050505050505,97.74919736998875,0.9217653998427855,0.22896058558268337,A,Y,AY,PINK 3 PIECE MINI DOTS CUTLERY SET
21915,42780.79,36382,91,399.8021978021978,479.345902009075,1.3295338560940047,0.23113222874214204,A,Y,AY,RED  HARMONICA IN BOX
20728,42349.5,24644,104,236.96153846153845,259.03288853213115,1.0878749845640918,0.23328197871126358,A,Y,AY,LUNCH BAG CARS BLUE
23203,42067.78,20503,32,640.71875,357.23140005531974,1.7968645605362374,0.2354174279788113,A,Z,AZ,JUMBO BAG VINTAGE DOILY
82482,41957.55,16959,95,178.5157894736842,101.86660688912801,0.6689186936948063,0.23754728173899536,A,X,AX,WOODEN PICTURE FRAME WHITE FINISH
20713,40724.25,20843,91,229.04395604395606,177.82893853288158,0.9078499106701027,0.23961453058915883,A,Y,AY,JUMBO BAG OWLS
22083,40535.47,13763,104,132.33653846153845,117.08835022654986,0.8805131756573316,0.24167219656823358,A,Y,AY,PAPER CHAIN KIT RETROSPOT
85066,38854.98,3111,100,31.11,28.324203520143417,0.9452309133366755,0.24364455732940477,A,Y,AY,CREAM SWEETHEART MINI CHEST
84997B,38848.14,9781,104,94.04807692307692,76.7370215847785,0.8120017437809578,0.24561657087774486,A,Y,AY,RED 3 PIECE MINI DOTS CUTLERY SET
20726,38572.74,22158,104,213.05769230769232,255.29126053831956,1.192451355769417,0.24757460454104507,A,Y,AY,LUNCH BAG WOODLAND
82486,38430.03,4774,104,45.90384615384615,26.02035022516375,0.5641128660614465,0.24952539394365528,A,X,AX,WOOD S/3 CABINET ANT WHITE FINISH
22960,38426.86,9030,54,167.22222222222223,100.6405272406223,1.2690914519429353,0.25147602243037737,A,Y,AY,JAM MAKING SET WITH JARS
22699,38323.25,13095,69,189.7826086956522,124.0894920854937,1.0687781052509338,0.2534213914549028,A,Y,AY,ROSES REGENCY TEACUP AND SAUCER
21166,38270.810000000005,19997,96,208.30208333333334,214.97927047149483,1.1068934970885282,0.25536409851439,A,Y,AY,COOK WITH WINE METAL SIGN
23284,38166.64,5491,28,196.10714285714286,214.19208051302303,2.6432881558251284,0.257301517684899,A,Z,AZ,DOORMAT KEEP CALM AND COME IN
22720,38158.39,7493,50,149.86,144.17081846878438,1.7223730574233782,0.2592385180680022,A,Z,AZ,SET OF 3 CAKE TINS PANTRY DESIGN
22629,38014.0,20837,75,277.82666666666665,178.1713700826177,0.9743502316831633,0.2611681889100708,A,Y,AY,SPACEBOY LUNCH BOX
20712,37540.32,17731,97,182.79381443298968,128.87873322626538,0.7743632412265241,0.2630738147559678,A,Y,AY,JUMBO BAG WOODLAND ANIMALS
21485,37334.12,7648,100,76.48,100.07184086112002,1.3426740715782077,0.26496897345482323,A,Y,AY,RETROSPOT HEART HOT WATER BOTTLE
22727,36618.77,9254,63,146.88888888888889,159.60233961328964,1.6027400697361602,0.2668278194784308,A,Z,AZ,ALARM CLOCK BAKELIKE RED
22328,36270.61,12993,99,131.24242424242425,162.72288268453556,1.284171968533282,0.2686689921658892,A,Y,AY,ROUND SNACK BOXES SET OF 4 FRUITS
21524,36057.55,5268,104,50.65384615384615,54.47788706657258,1.0703104625012885,0.2704993494782329,A,Y,AY,DOORMAT SPOTTY HOME SWEET HOME
84997C,35748.38,9164,103,88.97087378640776,85.24307301058447,0.9631092977965366,0.2723140126690886,A,Y,AY,BLUE 3 PIECE MINI DOTS CUTLERY SET
20724,35227.61,32241,104,310.00961538461536,152.51888281581594,0.48961012899143774,0.274102240476022,A,X,AX,RED RETROSPOT CHARLOTTE BAG
21755,35121.62,5691,104,54.72115384615385,29.933731575504467,0.5443867626083388,0.27588508800693734,A,X,AX,LOVE BUILDING BLOCK WORD
22379,34682.84,15785,97,162.7319587628866,153.82847018296584,1.0101191485410972,0.2776456621393131,A,Y,AY,RECYCLING BAG RETROSPOT
22382,34187.47,20318,98,207.3265306122449,100.37463592109746,0.5544603099331781,0.2793810902453555,A,X,AX,LUNCH BAG SPACEBOY DESIGN
22384,34166.34,20830,97,214.7422680412371,120.19613124238128,0.6360818772419897,0.2811154457480178,A,X,AX,LUNCH BAG PINK POLKADOT
22666,33744.57,10727,74,144.95945945945945,120.62229503693663,1.168490098264231,0.28282839131562826,A,Y,AY,RECIPE BOX PANTRY YELLOW DESIGN
22630,33437.38,18087,75,241.16,182.49035813108267,1.081719764014389,0.28452574327072816,A,Y,AY,DOLLY GIRL LUNCH BOX
15036,32967.03,44272,102,434.03921568627453,524.3283477637707,1.2218626242975639,0.2861992192674821,A,Y,AY,ASSORTED COLOURS SILK FAN
22726,32680.57,7690,59,130.33898305084745,102.37062654032322,1.3533908335728566,0.28785815395026165,A,Y,AY,ALARM CLOCK BAKELIKE GREEN
22385,32447.670000000002,17064,97,175.91752577319588,143.00106862239795,0.8793929294950152,0.289505266137668,A,Y,AY,JUMBO BAG SPACEBOY DESIGN
22865,31592.440000000002,14621,47,311.0851063829787,344.8333453680282,1.9682050786456002,0.2911089650459072,A,Z,AZ,HAND WARMER OWL DESIGN
22077,31584.66,17281,95,181.90526315789472,108.758181270565,0.6942244018952581,0.2927122690249321,A,X,AX,6 RIBBONS RUSTIC CHARM
85152,31571.9,16415,101,162.52475247524754,124.475828501714,0.7922948347730048,0.2943149252794359,A,Y,AY,HAND OVER THE CHOCOLATE   SIGN
85014B,31303.7,6200,104,59.61538461538461,122.46761471597122,2.044395195885937,0.2959039671360904,A,Z,AZ,RED RETROSPOT UMBRELLA
48184,31194.96,4722,94,50.234042553191486,63.913319245916405,1.3705163424809188,0.2974874891209249,A,Y,AY,DOORMAT ENGLISH ROSE
23245,31177.95,6357,27,235.44444444444446,140.70737046283006,2.0436751319407915,0.29907014764227163,A,Z,AZ,SET OF 3 REGENCY CAKE TINS
21479,31137.050000000003,6234,59,105.66101694915254,131.68243018579827,1.8585327029730208,0.30065072999332737,A,Z,AZ,WHITE SKULL HOT WATER BOTTLE
22697,30528.300000000003,9830,69,142.46376811594203,63.40360439516336,0.8952431098129021,0.30220041091004024,A,Y,AY,GREEN REGENCY TEACUP AND SAUCER
23199,30475.65,14920,35,426.2857142857143,230.30345345276282,1.6774800855749226,0.30374741920167203,A,Z,AZ,JUMBO BAG APPLES
22501,30399.06,2618,75,34.906666666666666,43.982850875894464,1.599634408512014,0.3052905396233139,A,Z,AZ,PICNIC BASKET WICKER LARGE
20679,30038.82,6152,103,59.728155339805824,141.73194764702404,2.374883445081086,0.3068153735025202,A,Z,AZ,EDWARDIAN PARASOL RED
21217,29858.79,2913,103,28.281553398058254,23.34960950915376,0.8314329850501079,0.3083310686790986,A,Y,AY,RED SPOTTY ROUND CAKE TINS
84029G,29661.23,6866,101,67.98019801980197,102.88401043874794,1.5378196073038783,0.3098367352932642,A,Z,AZ,KNITTED UNION FLAG HOT WATER BOTTLE
22659,29596.96,15959,76,209.98684210526315,182.62372926656622,1.17890852844617,0.31133913942663277,A,Y,AY,LUNCH BOX I LOVE LONDON
47590B,29558.86,5761,100,57.61,59.54573745017226,1.0676858285957889,0.31283960952361783,A,Y,AY,PINK HAPPY BIRTHDAY BUNTING
22622,29470.01,2947,83,35.506024096385545,45.114589467043814,1.5005296724986956,0.31433556940714685,A,Z,AZ,BOX OF VINTAGE ALPHABET BLOCKS
22158,29451.98,9071,74,122.58108108108108,176.34127922996103,1.809574335031975,0.3158306140498361,A,Z,AZ,3 HEARTS HANGING DECORATION RUSTIC
82483,29202.82,4909,95,51.67368421052632,33.717046040971674,0.7456009475169136,0.3173130108052467,A,X,AX,WOOD 2 DRAWER CABINET WHITE FINISH
23355,28842.550000000003,5841,16,365.0625,165.62345596764567,2.5988994192081885,0.3187771194953584,A,Z,AZ,HOT WATER BOTTLE KEEP CALM
48188,28662.03,4875,103,47.33009708737864,92.58227801761878,1.9584853732578542,0.32023206460940845,A,Z,AZ,DOORMAT WELCOME PUPPIES
20971,28642.22,22309,104,214.5096153846154,366.4732733785938,1.7001901112344964,0.32168600412606324,A,Z,AZ,PINK BLUE FELT CRAFT TRINKET BOX
84978,28580.96,21773,103,211.38834951456312,109.53155450171845,0.5274146308026357,0.32313683395587145,A,X,AX,HANGING HEART JAR T-LIGHT HOLDER
22866,28344.570000000003,12815,36,355.97222222222223,329.0902165591081,2.0710738410030123,0.3245756641305433,A,Z,AZ,HAND WARMER SCOTTY DOG DESIGN
22467,28278.78,11954,77,155.24675324675326,102.06462811223244,0.9627285626609415,0.3260111546660111,A,Y,AY,GUMBALL COAT RACK
22752,28207.45,3467,69,50.2463768115942,60.80499345717022,1.63783876749019,0.3274430243401867,A,Z,AZ,SET 7 BABUSHKA NESTING BOXES
21977,28159.08,56230,104,540.6730769230769,392.33397805450363,0.722142857772892,0.32887243865111104,A,X,AX,PACK OF 60 PINK PAISLEY CAKE CASES
22188,28115.98,10354,97,106.74226804123711,255.44003203420507,2.479685909250154,0.3302996651151029,A,Z,AZ,BLACK HEART CARD HOLDER
82583,28103.79,12935,99,130.65656565656565,115.8877149742909,0.931984736080192,0.3317262727889762,A,Y,AY,HOT BATHS METAL SIGN
23201,27890.170000000002,13379,35,382.25714285714287,218.21890558863709,1.7064950729785289,0.3331420366609533,A,Z,AZ,JUMBO BAG ALPHABET
22492,27864.390000000003,43618,83,525.5180722891566,371.0244013225093,0.9327713828663682,0.33455649188573966,A,Y,AY,MINI PAINT SET VINTAGE
20719,27634.12,24521,103,238.06796116504853,120.48409399014429,0.5155704334576413,0.33595925811950156,A,X,AX,WOODLAND CHARLOTTE BAG
47566B,27598.2,6020,90,66.88888888888889,75.93750305045641,1.2760693115725412,0.3373602009782794,A,Y,AY,TEA TIME PARTY BUNTING
22624,27500.33,3178,79,40.22784810126582,22.442490244776476,0.8491150801239551,0.3387561757493707,A,Y,AY,IVORY KITCHEN SCALES
21930,27402.79,13407,104,128.91346153846155,89.15570655433329,0.6882604573559453,0.34014719918427183,A,X,AX,JUMBO STORAGE BAG SKULLS
72741,27333.71,19777,103,192.0097087378641,205.41972790045912,1.0743179970516064,0.3415347159726277,A,Y,AY,GRAND CHOCOLATECANDLE
22835,27277.54,5342,64,83.46875,89.9262429253367,1.5753375452349825,0.3429193814532759,A,Z,AZ,HOT WATER BOTTLE I AM SO POORLY
84991,27122.96,54205,104,521.2019230769231,336.04239734265656,0.6416378982435395,0.3442962001269907,A,X,AX,60 TEATIME FAIRY CAKE CASES
22961,26910.18,17267,55,313.94545454545454,220.83087362838276,1.3451693033240872,0.3456622176389815,A,Y,AY,JAM MAKING SET PRINTED
20750,26906.38,3693,103,35.85436893203884,21.765419491185114,0.6149671093140405,0.34702804225495504,A,X,AX,RED RETROSPOT MINI CASES
71459,26840.79,33109,103,321.4466019417476,285.7309418671713,0.8942936858219489,0.3483905373841466,A,Y,AY,HANGING JAM JAR T-LIGHT HOLDER
22734,26785.510000000002,9780,44,222.27272727272728,325.79922220961333,2.5152349057200465,0.3497502263839082,A,Z,AZ,SET OF 6 RIBBONS VINTAGE CHRISTMAS
22149,26281.97,12704,98,129.6326530612245,145.21540259073666,1.1744478949796227,0.3510843546308994,A,Y,AY,FELTCRAFT 6 FLOWER FRIENDS
22867,26161.730000000003,11893,39,304.94871794871796,298.0150074566141,2.036699368087044,0.3524123792418078,A,Z,AZ,HAND WARMER BIRD DESIGN
48111,26030.420000000002,4256,102,41.72549019607843,75.13475114063564,1.8147354854441289,0.3537337382800779,A,Z,AZ,DOORMAT 3 SMILEY CATS
22551,25970.62,15476,89,173.8876404494382,116.29092028598004,0.8278290078437531,0.3550520617441818,A,Y,AY,PLASTERS IN TIN SPACEBOY
82600,25780.29,12696,98,129.55102040816325,126.36390931063988,1.0298416778506438,0.3563607236559268,A,Y,AY,NO SINGING METAL SIGN
20711,25723.03,12645,103,122.76699029126213,129.40241261225563,1.0585948817574318,0.35766647892926445,A,Y,AY,JUMBO BAG TOYS
21481,25677.25,8194,100,81.94,117.26649439234853,1.4658605340544568,0.3589699103132153,A,Y,AY,FAWN BLUE HOT WATER BOTTLE
22507,25603.46,5455,91,59.94505494505494,95.38301300398915,1.7333740332210417,0.3602695959610837,A,Z,AZ,MEMO BOARD RETROSPOT  DESIGN
37503,25471.329999999998,2469,34,72.61764705882354,52.54839887759598,1.9009058106501333,0.36156257441138384,A,Z,AZ,TEA TIME CAKE STAND IN GIFT BOX
22087,25445.15,8494,75,113.25333333333333,97.9619470154767,1.187571383884179,0.36285422390964933,A,Y,AY,PAPER BUNTING WHITE LACE
21080,25435.63,31098,104,299.0192307692308,209.41870451644064,0.6969767507503768,0.3641453901526294,A,X,AX,SET/20 RED RETROSPOT PAPER NAPKINS
21108,25435.57,12980,100,129.8,449.6720690647461,3.520929001400558,0.36543655334988295,A,Z,AZ,FAIRY CAKE FLANNEL ASSORTED COLOUR
84755,25293.53,40575,104,390.1442307692308,338.391237299307,0.863169054171894,0.36672050629706004,A,Y,AY,COLOUR GLASS T-LIGHT HOLDER HANGING
22084,25190.11,8812,91,96.83516483516483,148.73849264443683,1.676172378859861,0.3679992094268412,A,Z,AZ,PAPER CHAIN KIT EMPIRE
21527,25087.72,3360,66,50.90909090909091,44.55721551606939,1.3283617986178355,0.3692727150241996,A,Y,AY,RED RETROSPOT TRADITIONAL TEAPOT
23173,24918.93,2770,31,89.35483870967742,115.02798163551245,2.7812018510468817,0.3705376524850443,A,Z,AZ,REGENCY TEAPOT ROSES
20972,24856.56,20553,104,197.625,208.70419385815083,1.0509722183935593,0.3717994239131005,A,Y,AY,PINK CREAM FELT CRAFT TRINKET BOX
21314,24664.49,11437,104,109.97115384615384,122.07951067567014,1.1047549108200638,0.3730514454627268,A,Y,AY,SMALL GLASS HEART TRINKET POT
84836,24531.83,20041,104,192.70192307692307,159.41311538104125,0.8232655512647742,0.37429673291086657,A,Y,AY,ZINC METAL HEART DECORATION
84077,24507.53,106379,103,1032.8058252427184,973.1355532831864,0.9473189327226836,0.3755407868397381,A,Y,AY,WORLD WAR 2 GLIDERS ASSTD DESIGNS
22722,24507.36,5984,43,139.1627906976744,169.37334504305628,2.2176502060290577,0.376784832139051,A,Z,AZ,SET OF 6 SPICE TINS PANTRY DESIGN
22698,24486.72,8231,63,130.65079365079364,76.43617593322837,1.0985666217976802,0.37802782970841753,A,Y,AY,PINK REGENCY TEACUP AND SAUCER
22728,24306.06,6228,63,98.85714285714286,110.18355025385496,1.63370143321561,0.3792616565950269,A,Z,AZ,ALARM CLOCK BAKELIKE PINK
48173C,24295.9,4152,99,41.93939393939394,89.44840243172666,2.1865082453607037,0.3804949677386008,A,Z,AZ,DOORMAT BLACK FLOCK
21231,24247.61,19523,96,203.36458333333334,156.9359990094297,0.849562837881852,0.3817258275798922,A,Y,AY,SWEETHEART CERAMIC TRINKET BOX
47590A,24201.38,4756,89,53.438202247191015,59.839169874563055,1.2717400104530292,0.3829543406888474,A,Y,AY,BLUE HAPPY BIRTHDAY BUNTING
22171,23877.76,3162,101,31.306930693069308,50.3898288495322,1.634278741294136,0.384166426163828,A,Z,AZ,3 HOOK PHOTO SHELF ANTIQUE WHITE
23344,23815.75,10306,26,396.38461538461536,384.93844462958765,2.5743415866570967,0.38537536388037974,A,Z,AZ,JUMBO BAG 50'S CHRISTMAS
21955,23809.22,3921,102,38.44117647058823,79.09219755104607,2.072087542520948,0.3865839701203544,A,Z,AZ,DOORMAT UNION JACK GUNS AND ROSES
21790,23538.47,27282,104,262.3269230769231,199.52406684080256,0.7569276426039842,0.3877788325190998,A,Y,AY,VINTAGE SNAP CARDS
23243,23514.170000000002,4805,27,177.96296296296296,342.529334115116,4.073421194720667,0.38897246139857694,A,Z,AZ,SET OF TEA COFFEE SUGAR TINS PANTRY
22605,23439.57,1828,85,21.50588235294118,29.725980110963924,1.5917409137198049,0.3901623034246628,A,Z,AZ,WOODEN CROQUET GARDEN SET
22625,23105.350000000002,2651,78,33.98717948717949,21.035216970127806,0.9151657830035115,0.3913351797384101,A,Y,AY,RED KITCHEN SCALES
84406B,23098.1,7134,102,69.94117647058823,67.73445874569686,0.9831154283347141,0.3925076880268613,A,Y,AY,CREAM CUPID HEARTS COAT HANGER
22607,23015.79,2545,71,35.84507042253521,37.546028090226976,1.4315229491964627,0.3936760180860547,A,Y,AY,WOODEN ROUNDERS GARDEN SET
21791,22924.85,17657,104,169.77884615384616,181.46132577509115,1.063659062142647,0.39483973183898247,A,Y,AY,VINTAGE HEADS AND TAILS CARD GAME
22554,22899.92,13616,88,154.72727272727272,97.60661453852343,0.8042228184115189,0.3960021800925128,A,Y,AY,PLASTERS IN TIN WOODLAND ANIMALS
21936,22770.81,7815,103,75.87378640776699,81.05489299641208,1.0727701708684514,0.39715807445004647,A,Y,AY,RED RETROSPOT PICNIC BAG
84970S,22653.1,26905,104,258.7019230769231,158.45870981019777,0.6095627239912839,0.3983079935996352,A,X,AX,HANGING HEART ZINC T-LIGHT HOLDER
22556,22376.98,13611,89,152.93258426966293,130.452516418184,1.0046088660420203,0.399443896315465,A,Y,AY,PLASTERS IN TIN CIRCUS PARADE
37449,22363.15,2385,86,27.732558139534884,35.31119616432447,1.4652863128609597,0.4005790969913162,A,Y,AY,CERAMIC CAKE STAND + HANGING CAKES
85014A,22243.45,4661,102,45.69607843137255,113.51728522068775,2.5000146812530866,0.4017082214426239,A,Z,AZ,BLACK/BLUE POLKADOT UMBRELLA
20749,22200.96,3075,102,30.147058823529413,30.087791365994846,1.0125481475337832,0.4028351890118861,A,Y,AY,ASSORTED COLOUR MINI CASES
22113,22159.98,5796,65,89.16923076923077,91.97988387936536,1.5087290818549943,0.40396007634988856,A,Z,AZ,GREY HEART HOT WATER BOTTLE
22585,22011.05,17584,91,193.23076923076923,181.29877593035795,1.0667115593145764,0.40507740368687795,A,Y,AY,PACK OF 6 BIRDY GIFT TAGS
23202,21852.81,10962,32,342.5625,161.42329397800577,1.7172983890004125,0.406186698427612,A,Z,AZ,JUMBO BAG VINTAGE LEAF
