antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,A,B,A_name,B_name
0.040650649156842265,0.02889121026712431,0.017728697209371737,0.43612334801762115,15.09536443732479,1.0,0.016554250757086306,1.722200744291897,0.9733206124022163,0.34216589861751157,0.41934759736086286,0.5248798558269924,22727,22728,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK
0.03778540516340845,0.02889121026712431,0.015908073421877333,0.4210110584518168,14.572288753541448,1.0,0.014816407336272815,1.6772492875877498,0.9679510215302722,0.31334509112286896,0.4037857059172057,0.4858154465812803,22726,22728,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK
0.02889121026712431,0.03778540516340845,0.015908073421877333,0.5506198347107438,14.572288753541446,1.0,0.014816407336272815,2.1412039719582086,0.9590857480134752,0.31334509112286896,0.5329730314830942,0.4858154465812803,22728,22726,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN
0.03784509774660499,0.033427846590061185,0.01841516191613192,0.48659305993690843,14.556518279630462,1.0,0.017150081794472537,1.8826628118645194,0.9679338030748664,0.3483907396950875,0.4688374393449472,0.5187429585398827,82486,82483,WOOD S/3 CABINET ANT WHITE FINISH,WOOD 2 DRAWER CABINET WHITE FINISH
0.033427846590061185,0.03784509774660499,0.01841516191613192,0.5508928571428571,14.556518279630462,1.0,0.017150081794472537,2.1423727445801237,0.9635103291562288,0.3483907396950875,0.5332278183010648,0.5187429585398827,82483,82486,WOOD 2 DRAWER CABINET WHITE FINISH,WOOD S/3 CABINET ANT WHITE FINISH
0.032413072675720044,0.033994926130428295,0.015788688255484257,0.48710865561694294,14.328863482393041,1.0,0.014686808244212951,1.8834497490527018,0.9613718086741241,0.3119103773584906,0.46905936805430615,0.47577557451610974,22909,22952,SET OF 20 VINTAGE CHRISTMAS NAPKINS,60 CAKE CASES VINTAGE CHRISTMAS
0.033994926130428295,0.032413072675720044,0.015788688255484257,0.4644424934152766,14.32886348239304,1.0,0.014686808244212951,1.8066910003645165,0.962946075060447,0.3119103773584906,0.4465019199197644,0.47577557451610974,22952,22909,60 CAKE CASES VINTAGE CHRISTMAS,SET OF 20 VINTAGE CHRISTMAS NAPKINS
0.03411431129682137,0.04160573048798687,0.0194896284136696,0.5713035870516185,13.731367779171077,1.0,0.018070277572070765,2.235601326637206,0.9599210898381282,0.3466029723991507,0.5526930548461424,0.5198698710007017,20971,20972,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX
0.04160573048798687,0.03411431129682137,0.0194896284136696,0.4684361549497848,13.731367779171077,1.0,0.018070277572070765,1.8170643050637396,0.967424443628087,0.3466029723991507,0.4496617443789797,0.5198698710007017,20972,20971,PINK CREAM FELT CRAFT TRINKET BOX,PINK BLUE FELT CRAFT TRINKET BOX
0.04536636322936875,0.0340844650052231,0.020325324578421133,0.4480263157894737,13.1445899391649,1.0,0.018779036358515473,1.7499304090489403,0.9678300010765876,0.3437657748611813,0.4285487040919049,0.5221742787353674,84970S,84970L,HANGING HEART ZINC T-LIGHT HOLDER,SINGLE HEART ZINC T-LIGHT HOLDER
0.0340844650052231,0.04536636322936875,0.020325324578421133,0.596322241681261,13.1445899391649,1.0,0.018779036358515473,2.3648408095272475,0.9565257418791415,0.3437657748611813,0.577138555808368,0.5221742787353674,84970L,84970S,SINGLE HEART ZINC T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER
0.033218922548873306,0.03718847933144307,0.015758841963885988,0.4743935309973045,12.756464892507774,1.0,0.014523480749264404,1.8318106367591516,0.9532751493073486,0.28836701256144176,0.4540920442687215,0.44907477512947086,84380,84378,SET OF 3 BUTTERFLY COOKIE CUTTERS,SET OF 3 HEART COOKIE CUTTERS
0.03718847933144307,0.033218922548873306,0.015758841963885988,0.4237560192616372,12.756464892507774,1.0,0.014523480749264404,1.6777287221505623,0.9572053887709983,0.28836701256144176,0.4039560825315249,0.44907477512947086,84378,84380,SET OF 3 HEART COOKIE CUTTERS,SET OF 3 BUTTERFLY COOKIE CUTTERS
0.03877033278615132,0.038054021787792866,0.018534547082524996,0.4780600461893764,12.562668115745144,1.0,0.017059179993960814,1.84302039188445,0.9575225428334083,0.3179723502304148,0.45741240606810596,0.4825594348593941,22551,22554,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS
0.038054021787792866,0.03877033278615132,0.018534547082524996,0.48705882352941177,12.562668115745144,1.0,0.017059179993960814,1.8739569200269988,0.9568095257366663,0.3179723502304148,0.46636980321533067,0.4825594348593941,22554,22551,PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN SPACEBOY
0.03671093866587077,0.03271153559170273,0.015042530965527533,0.4097560975609756,12.52634858465373,1.0,0.013841659788754086,1.63879450581571,0.9552358821142709,0.2766190998902305,0.38979536699004863,0.4348050560797579,23203,23209,JUMBO BAG VINTAGE DOILY,LUNCH BAG VINTAGE DOILY
0.03271153559170273,0.03671093866587077,0.015042530965527533,0.4598540145985402,12.52634858465373,1.0,0.013841659788754086,1.783386505442915,0.9512863122971426,0.2766190998902305,0.43926905527882537,0.4348050560797579,23209,23203,LUNCH BAG VINTAGE DOILY,JUMBO BAG VINTAGE DOILY
0.032801074466497535,0.04676913893448739,0.018743471123712878,0.5714285714285715,12.21806910383809,1.0,0.017209393114788786,2.2242053424861963,0.9492917978152193,0.30814524043179586,0.5504012237996834,0.4860971829701887,22381,22379,TOY TIDY PINK POLKADOT,RECYCLING BAG RETROSPOT
0.04676913893448739,0.032801074466497535,0.018743471123712878,0.40076579451180594,12.218069103838088,1.0,0.017209393114788786,1.6140582708317341,0.9632021416494457,0.30814524043179586,0.380443681574957,0.4860971829701887,22379,22381,RECYCLING BAG RETROSPOT,TOY TIDY PINK POLKADOT
0.03877033278615132,0.035696164751529626,0.016863154753021938,0.43494996150885296,12.184781321366318,1.0,0.01547920256641585,1.7065813106100316,0.9549543068707584,0.29274611398963735,0.41403319385787607,0.4536789941323529,22551,22556,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN CIRCUS PARADE
0.035696164751529626,0.03877033278615132,0.016863154753021938,0.4724080267558528,12.184781321366318,1.0,0.01547920256641585,1.8219186719298939,0.9519099448166035,0.29274611398963735,0.4511280797508181,0.4536789941323529,22556,22551,PLASTERS IN TIN CIRCUS PARADE,PLASTERS IN TIN SPACEBOY
0.051126697507834655,0.030144754514251606,0.018265930458140577,0.3572679509632224,11.851745244576996,1.0,0.016724728712642502,1.5089573437939028,0.9649594299219435,0.2899099952629086,0.3372907430996389,0.48160427251131416,22112,22835,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY
0.030144754514251606,0.051126697507834655,0.018265930458140577,0.6059405940594059,11.851745244576996,1.0,0.016724728712642502,2.4079448128570027,0.9440834034798716,0.2899099952629086,0.5847080902101283,0.48160427251131416,22835,22112,HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE
0.03438292792120579,0.041486345321593794,0.016893001044620205,0.49131944444444436,11.842919414468422,1.0,0.015466579023713591,1.8843135327466278,0.9481619445561816,0.2864372469635627,0.4693027552891518,0.4492568445243804,22328,22326,ROUND SNACK BOXES SET OF 4 FRUITS,ROUND SNACK BOXES SET OF4 WOODLAND
0.041486345321593794,0.03438292792120579,0.016893001044620205,0.40719424460431647,11.842919414468422,1.0,0.015466579023713591,1.6288928764435966,0.9551886468076022,0.2864372469635627,0.3860860867761142,0.4492568445243804,22326,22328,ROUND SNACK BOXES SET OF4 WOODLAND,ROUND SNACK BOXES SET OF 4 FRUITS
0.035696164751529626,0.038054021787792866,0.0159379197134756,0.4464882943143812,11.733012000786935,1.0,0.014579537082280249,1.7378963594287002,0.9486329512665793,0.27568404749612796,0.4245916941049749,0.43265591186307295,22556,22554,PLASTERS IN TIN CIRCUS PARADE,PLASTERS IN TIN WOODLAND ANIMALS
0.038054021787792866,0.035696164751529626,0.0159379197134756,0.4188235294117647,11.733012000786935,1.0,0.014579537082280249,1.65922724688502,0.9509581763100189,0.27568404749612796,0.3973098007657673,0.43265591186307295,22554,22556,PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN CIRCUS PARADE
0.04727652589165796,0.041158036114012836,0.021907178033129384,0.4633838383838384,11.25864793694743,1.0,0.019961369073135463,1.7868302009357693,0.9563943922526039,0.3292956482727681,0.440349732461262,0.49782679953999753,22356,20723,CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG
0.041158036114012836,0.04727652589165796,0.021907178033129384,0.5322697606961566,11.258647936947428,1.0,0.019961369073135463,2.0369080167370597,0.9502915207338407,0.3292956482727681,0.5090598142954396,0.49782679953999753,20723,22356,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT
0.06073720340247724,0.04727652589165796,0.03214445605133562,0.5292383292383291,11.194526654753925,1.0,0.029273012082091508,2.023791513372104,0.9695589290946057,0.42368214004720683,0.5058779556132394,0.6045812858312858,20724,22356,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT
0.04727652589165796,0.06073720340247724,0.03214445605133562,0.6799242424242423,11.194526654753925,1.0,0.029273012082091508,2.934501518363857,0.9558603896684704,0.42368214004720683,0.6592266203503094,0.6045812858312858,22356,20724,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG
0.029368750932696613,0.06324429189673184,0.020444709744814205,0.6961382113821137,11.007131086530306,1.0,0.018587303888184324,3.0828348387077447,0.9366582895229741,0.2832919768403639,0.6756232324080074,0.5097019513729822,21094,21080,SET/6 RED SPOTTY PAPER PLATES,SET/20 RED RETROSPOT PAPER NAPKINS
0.06324429189673184,0.029368750932696613,0.020444709744814205,0.3232656913638508,11.007131086530306,1.0,0.018587303888184324,1.4342870409857849,0.9705303075758823,0.2832919768403639,0.3027894895343262,0.5097019513729822,21080,21094,SET/20 RED RETROSPOT PAPER NAPKINS,SET/6 RED SPOTTY PAPER PLATES
0.041158036114012836,0.04691837039247874,0.020683480077600357,0.5025380710659898,10.710902080830781,1.0,0.018752412094576086,1.9158885819661395,0.9455543418999809,0.3069087688219663,0.47804897977221017,0.4716888828612391,20723,20719,STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG
0.04691837039247874,0.041158036114012836,0.020683480077600357,0.4408396946564885,10.71090208083078,1.0,0.018752412094576086,1.714789041215895,0.9512691819709637,0.3069087688219663,0.41683788736430444,0.4716888828612391,20719,20723,WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG
0.041158036114012836,0.06073720340247724,0.026742277272048948,0.649746192893401,10.697663976851793,1.0,0.024242453260945644,2.6816633468074196,0.9454338483626968,0.35583796664019063,0.6270971144866031,0.5450205165941207,20723,20724,STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG
0.06073720340247724,0.041158036114012836,0.026742277272048948,0.4402948402948403,10.697663976851793,1.0,0.024242453260945644,1.7131197511044636,0.9651416527645376,0.35583796664019063,0.4162696452741898,0.5450205165941207,20724,20723,RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG
0.056588568870317865,0.02808536039397105,0.016982539919415014,0.30010548523206754,10.685477452391522,1.0,0.015393229568513085,1.3886587465659614,0.9607844554516934,0.2508818342151676,0.27988067444725534,0.4523906809794769,22138,22617,BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN
0.02808536039397105,0.056588568870317865,0.016982539919415014,0.6046758767268863,10.68547745239152,1.0,0.015393229568513085,2.3864251524006206,0.9326076603725766,0.2508818342151676,0.5809631829458168,0.4523906809794769,22617,22138,BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT
0.06324429189673184,0.025100731234144157,0.016624384420235786,0.2628598395469561,10.47219848278331,1.0,0.01503690644724216,1.3225426059634113,0.965576253795189,0.23179359134415312,0.2438806920163104,0.46258330859630803,21080,21086,SET/20 RED RETROSPOT PAPER NAPKINS,SET/6 RED SPOTTY PAPER CUPS
0.025100731234144157,0.06324429189673184,0.016624384420235786,0.6623067776456599,10.47219848278331,1.0,0.01503690644724216,2.7739843327987623,0.9277974620871845,0.23179359134415312,0.6395076972222594,0.46258330859630803,21086,21080,SET/6 RED SPOTTY PAPER CUPS,SET/20 RED RETROSPOT PAPER NAPKINS
0.03915833457692881,0.05626025966273691,0.02286225936427399,0.5838414634146342,10.377510998253218,1.0,0.020659201293015645,2.2677409145100533,0.940464815705602,0.31509666803784453,0.5590325183968159,0.4951037555799961,21791,21790,VINTAGE HEADS AND TAILS CARD GAME,VINTAGE SNAP CARDS
0.05626025966273691,0.03915833457692881,0.02286225936427399,0.40636604774535806,10.377510998253218,1.0,0.020659201293015645,1.6185759958199188,0.9575073944342329,0.31509666803784453,0.38217297020185204,0.4951037555799961,21790,21791,VINTAGE SNAP CARDS,VINTAGE HEADS AND TAILS CARD GAME
0.041158036114012836,0.051783315922996564,0.022116102074317266,0.5373459028281363,10.376815258937585,1.0,0.01998480248745524,2.0495153720096986,0.9424194528242078,0.3122629582806574,0.5120797757084264,0.48221762000196444,20723,22355,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN
0.051783315922996564,0.041158036114012836,0.022116102074317266,0.42708933717579256,10.376815258937585,1.0,0.01998480248745524,1.6736326029599475,0.9529797715275575,0.3122629582806574,0.402497299448264,0.48221762000196444,22355,20723,CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG
0.04417251156543799,0.07240710341740039,0.033099537382480226,0.7493243243243244,10.348768131280497,1.0,0.029901133769355243,3.7003705847499937,0.9451183947392316,0.39649624597783334,0.7297567967594353,0.6032277021456741,21231,21232,SWEETHEART CERAMIC TRINKET BOX,STRAWBERRY CERAMIC TRINKET BOX
0.07240710341740039,0.04417251156543799,0.033099537382480226,0.45713107996702385,10.348768131280496,1.0,0.029901133769355243,1.7606966491588816,0.9738864375148459,0.39649624597783334,0.4320429924838449,0.6032277021456741,21232,21231,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX
0.051783315922996564,0.04691837039247874,0.02501119235934935,0.48299711815561963,10.294413768323178,1.0,0.022581603562723457,1.84347450096884,0.952166263635633,0.3394086674767112,0.4575460634392019,0.5080379992813722,22355,20719,CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG
0.04691837039247874,0.051783315922996564,0.02501119235934935,0.5330788804071246,10.294413768323176,1.0,0.022581603562723457,2.030785595870639,0.9473059905334312,0.3394086674767112,0.5075797257803182,0.5080379992813722,20719,22355,WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN
0.04691837039247874,0.04727652589165796,0.022802566781077453,0.4860050890585242,10.280050826329452,1.0,0.020584429228423032,1.8535659669533584,0.9471635884229463,0.3193979933110368,0.4604993737322093,0.48416416069087825,20719,22356,WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT
0.04727652589165796,0.04691837039247874,0.022802566781077453,0.4823232323232323,10.280050826329452,1.0,0.020584429228423032,1.8410747576808701,0.947519653805017,0.3193979933110368,0.45683900350702716,0.48416416069087825,22356,20719,CHARLOTTE BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG
0.04811222205640949,0.04590359647813759,0.02259364273988957,0.4696029776674938,10.230200108419623,1.0,0.0203851187129456,1.7988343888622718,0.9478535414880694,0.31633932302549106,0.44408445480493575,0.4809003184826416,21929,21928,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN PAISLEY
0.04590359647813759,0.04811222205640949,0.02259364273988957,0.4921976592977894,10.230200108419623,1.0,0.0203851187129456,1.8745242029158036,0.9456593674313822,0.31633932302549106,0.46653129447754793,0.4809003184826416,21928,21929,JUMBO BAG SCANDINAVIAN PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY
0.04727652589165796,0.051783315922996564,0.024861960901358008,0.5258838383838385,10.15546859080721,1.0,0.022413825625368557,1.9999670140851846,0.9462671068239332,0.33507642799678206,0.4999917533852851,0.5029995560795273,22356,22355,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN
0.051783315922996564,0.04727652589165796,0.024861960901358008,0.4801152737752162,10.155468590807208,1.0,0.022413825625368557,1.8325667711507465,0.9507646306870247,0.33507642799678206,0.4543172910572544,0.5029995560795273,22355,22356,CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT
0.04232204148634532,0.05969258319653783,0.02504103865094762,0.5916784203102962,9.912092736248237,1.0,0.022514726668476627,2.302859960323505,0.9388470551587752,0.3253198914307871,0.5657573551022528,0.5055892101551481,22910,22086,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS
0.05969258319653783,0.04232204148634532,0.02504103865094762,0.41950000000000004,9.912092736248237,1.0,0.022514726668476627,1.6497466985592673,0.9561906192312211,0.3253198914307871,0.3938463396391062,0.5055892101551481,22086,22910,PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS
0.04691837039247874,0.06073720340247724,0.027637666019997016,0.589058524173028,9.698479534357396,1.0,0.02478797541415627,2.2856364028657983,0.9410432710117477,0.3453935098843715,0.5624850922280681,0.5220476896049415,20719,20724,WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG
0.06073720340247724,0.04691837039247874,0.027637666019997016,0.45503685503685504,9.698479534357396,1.0,0.02478797541415627,1.7488918992347213,0.9548882991171955,0.3453935098843715,0.42820937049478053,0.5220476896049415,20724,20719,RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG
0.04709744814206835,0.051126697507834655,0.023160722280256677,0.49176172370088717,9.618491857909062,1.0,0.02075278529570622,1.866985126349921,0.9403202828359412,0.3085487077534791,0.4643770933756361,0.4723840725918329,22114,22112,HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE
0.051126697507834655,0.04709744814206835,0.023160722280256677,0.4530064214827787,9.618491857909062,1.0,0.02075278529570622,1.7420726481671682,0.9443132130757137,0.3085487077534791,0.42597112637518403,0.4723840725918329,22112,22114,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY
0.04238173406954186,0.049425458886733324,0.019638859871660946,0.46338028169014084,9.375335952915561,1.0,0.01754412321685834,1.7714118745155365,0.9328739722043412,0.272125723738627,0.4354785499710562,0.4303616384296115,21166,21175,COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN
0.049425458886733324,0.04238173406954186,0.019638859871660946,0.3973429951690821,9.37533595291556,1.0,0.01754412321685834,1.5889938360529445,0.9397865364117017,0.272125723738627,0.370670938230952,0.4303616384296115,21175,21166,GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN
